date,cash_type,card,money,coffee_name,time,year,month,day_of_week,hour,time_period,price_tier
2025-02-12,card,ANON-0000-0000-1200,35.76,Cappuccino,17:05:31.989,2025,2,Wednesday,17,Evening,Medium
2025-02-12,card,ANON-0000-0000-1110,25.96,Americano,17:42:51.484,2025,2,Wednesday,17,Evening,Low
2025-02-12,card,ANON-0000-0000-0507,35.76,Latte,20:05:40.740,2025,2,Wednesday,20,Evening,Medium
2025-02-12,card,ANON-0000-0000-1178,35.76,Cocoa,20:23:13.374,2025,2,Wednesday,20,Evening,Medium
2025-02-12,card,ANON-0000-0000-1158,35.76,Cappuccino,21:17:04.272,2025,2,Wednesday,21,Evening,Medium
2025-02-13,card,ANON-0000-0000-1153,30.86,Americano with Milk,07:38:47.907,2025,2,Thursday,7,Morning,Medium
2025-02-13,card,ANON-0000-0000-1152,25.96,Americano,08:45:57.062,2025,2,Thursday,8,Morning,Low
2025-02-13,card,ANON-0000-0000-1207,21.06,Espresso,09:17:21.021,2025,2,Thursday,9,Morning,Low
2025-02-13,card,ANON-0000-0000-1168,35.76,Cocoa,09:36:05.130,2025,2,Thursday,9,Morning,Medium
2025-02-13,card,ANON-0000-0000-1156,30.86,Americano with Milk,10:29:32.655,2025,2,Thursday,10,Morning,Medium
2025-02-13,card,ANON-0000-0000-1157,30.86,Americano with Milk,10:59:27.048,2025,2,Thursday,10,Morning,Medium
2025-02-13,card,ANON-0000-0000-1163,25.96,Americano,16:30:39.247,2025,2,Thursday,16,Afternoon,Low
2025-02-13,card,ANON-0000-0000-1163,25.96,Americano,16:31:33.722,2025,2,Thursday,16,Afternoon,Low
2025-02-13,card,ANON-0000-0000-1178,30.86,Americano with Milk,17:16:11.630,2025,2,Thursday,17,Evening,Medium
2025-02-13,card,ANON-0000-0000-1179,30.86,Americano with Milk,17:17:20.197,2025,2,Thursday,17,Evening,Medium
2025-02-13,card,ANON-0000-0000-1208,35.76,Latte,18:01:35.454,2025,2,Thursday,18,Evening,Medium
2025-02-13,card,ANON-0000-0000-0046,35.76,Cappuccino,18:15:08.550,2025,2,Thursday,18,Evening,Medium
2025-02-13,card,ANON-0000-0000-1209,35.76,Latte,19:06:30.373,2025,2,Thursday,19,Evening,Medium
2025-02-14,card,ANON-0000-0000-1163,25.96,Americano,11:38:55.705,2025,2,Friday,11,Morning,Low
2025-02-14,card,ANON-0000-0000-1210,35.76,Hot Chocolate,14:07:09.333,2025,2,Friday,14,Afternoon,Medium
2025-02-14,card,ANON-0000-0000-1198,25.96,Americano,14:45:59.806,2025,2,Friday,14,Afternoon,Low
2025-02-14,card,ANON-0000-0000-1198,21.06,Espresso,14:46:45.108,2025,2,Friday,14,Afternoon,Low
2025-02-14,card,ANON-0000-0000-1211,30.86,Americano with Milk,14:58:12.247,2025,2,Friday,14,Afternoon,Medium
2025-02-14,card,ANON-0000-0000-1200,35.76,Cappuccino,15:00:16.743,2025,2,Friday,15,Afternoon,Medium
2025-02-14,card,ANON-0000-0000-0507,35.76,Cappuccino,15:36:40.857,2025,2,Friday,15,Afternoon,Medium
2025-02-14,card,ANON-0000-0000-0507,35.76,Latte,15:38:47.478,2025,2,Friday,15,Afternoon,Medium
2025-02-14,card,ANON-0000-0000-1212,35.76,Hot Chocolate,15:53:56.467,2025,2,Friday,15,Afternoon,Medium
2025-02-14,card,ANON-0000-0000-1212,35.76,Cappuccino,15:54:57.220,2025,2,Friday,15,Afternoon,Medium
2025-02-14,card,ANON-0000-0000-1160,25.96,Americano,17:03:16.068,2025,2,Friday,17,Evening,Low
2025-02-14,card,ANON-0000-0000-1160,35.76,Cocoa,17:04:29.509,2025,2,Friday,17,Evening,Medium
2025-02-14,card,ANON-0000-0000-1202,21.06,Espresso,17:09:07.646,2025,2,Friday,17,Evening,Low
2025-02-14,card,ANON-0000-0000-1213,30.86,Americano with Milk,17:25:24.871,2025,2,Friday,17,Evening,Medium
2025-02-14,card,ANON-0000-0000-1214,25.96,Americano,21:18:29.956,2025,2,Friday,21,Evening,Low
2025-02-15,card,ANON-0000-0000-1200,35.76,Cappuccino,09:22:51.930,2025,2,Saturday,9,Morning,Medium
2025-02-15,card,ANON-0000-0000-1163,35.76,Cappuccino,12:41:53.830,2025,2,Saturday,12,Afternoon,Medium
2025-02-15,card,ANON-0000-0000-1163,25.96,Americano,12:44:26.571,2025,2,Saturday,12,Afternoon,Low
2025-02-15,card,ANON-0000-0000-0878,30.86,Americano with Milk,13:02:19.867,2025,2,Saturday,13,Afternoon,Medium
2025-02-15,card,ANON-0000-0000-1200,30.86,Americano with Milk,13:32:05.734,2025,2,Saturday,13,Afternoon,Medium
2025-02-15,card,ANON-0000-0000-1184,35.76,Cappuccino,14:01:51.228,2025,2,Saturday,14,Afternoon,Medium
2025-02-15,card,ANON-0000-0000-1215,25.96,Americano,14:11:53.922,2025,2,Saturday,14,Afternoon,Low
2025-02-15,card,ANON-0000-0000-1201,35.76,Hot Chocolate,15:40:07.667,2025,2,Saturday,15,Afternoon,Medium
2025-02-15,card,ANON-0000-0000-1179,35.76,Hot Chocolate,15:40:59.443,2025,2,Saturday,15,Afternoon,Medium
2025-02-16,card,ANON-0000-0000-1216,25.96,Americano,10:46:43.223,2025,2,Sunday,10,Morning,Low
2025-02-16,card,ANON-0000-0000-1169,25.96,Americano,10:50:00.616,2025,2,Sunday,10,Morning,Low
2025-02-16,card,ANON-0000-0000-1169,30.86,Americano with Milk,10:51:03.967,2025,2,Sunday,10,Morning,Medium
2025-02-16,card,ANON-0000-0000-1156,35.76,Hot Chocolate,11:04:47.894,2025,2,Sunday,11,Morning,Medium
2025-02-16,card,ANON-0000-0000-1160,25.96,Americano,11:32:29.055,2025,2,Sunday,11,Morning,Low
2025-02-16,card,ANON-0000-0000-1196,35.76,Hot Chocolate,14:15:37.049,2025,2,Sunday,14,Afternoon,Medium
2025-02-16,card,ANON-0000-0000-1196,35.76,Latte,14:16:41.124,2025,2,Sunday,14,Afternoon,Medium
2025-02-16,card,ANON-0000-0000-1163,35.76,Hot Chocolate,17:12:27.402,2025,2,Sunday,17,Evening,Medium
2025-02-16,card,ANON-0000-0000-1163,30.86,Americano with Milk,17:13:32.973,2025,2,Sunday,17,Evening,Medium
2025-02-16,card,ANON-0000-0000-1217,30.86,Americano with Milk,17:44:32.781,2025,2,Sunday,17,Evening,Medium
2025-02-17,card,ANON-0000-0000-1200,35.76,Cappuccino,06:50:04.455,2025,2,Monday,6,Morning,Medium
2025-02-17,card,ANON-0000-0000-1163,25.96,Americano,08:53:13.808,2025,2,Monday,8,Morning,Low
2025-02-17,card,ANON-0000-0000-1160,25.96,Americano,09:00:55.147,2025,2,Monday,9,Morning,Low
2025-02-17,card,ANON-0000-0000-1218,30.86,Americano with Milk,09:28:06.582,2025,2,Monday,9,Morning,Medium
2025-02-17,card,ANON-0000-0000-1210,35.76,Hot Chocolate,09:56:59.212,2025,2,Monday,9,Morning,Medium
2025-02-17,card,ANON-0000-0000-1219,30.86,Americano with Milk,10:20:12.065,2025,2,Monday,10,Morning,Medium
2025-02-17,card,ANON-0000-0000-1160,25.96,Americano,10:44:48.005,2025,2,Monday,10,Morning,Low
2025-02-17,card,ANON-0000-0000-1203,30.86,Americano with Milk,11:53:58.611,2025,2,Monday,11,Morning,Medium
2025-02-17,card,ANON-0000-0000-1202,21.06,Espresso,11:55:02.203,2025,2,Monday,11,Morning,Low
2025-02-17,card,ANON-0000-0000-1220,35.76,Cappuccino,12:48:58.321,2025,2,Monday,12,Afternoon,Medium
2025-02-17,card,ANON-0000-0000-1221,35.76,Latte,14:23:01.905,2025,2,Monday,14,Afternoon,Medium
2025-02-17,card,ANON-0000-0000-1194,30.86,Americano with Milk,15:05:41.697,2025,2,Monday,15,Afternoon,Medium
2025-02-17,card,ANON-0000-0000-1191,35.76,Latte,15:33:19.567,2025,2,Monday,15,Afternoon,Medium
2025-02-17,card,ANON-0000-0000-1218,21.06,Espresso,16:19:06.398,2025,2,Monday,16,Afternoon,Low
2025-02-17,card,ANON-0000-0000-1170,25.96,Americano,16:22:42.001,2025,2,Monday,16,Afternoon,Low
2025-02-17,card,ANON-0000-0000-1222,30.86,Americano with Milk,17:31:14.111,2025,2,Monday,17,Evening,Medium
2025-02-17,card,ANON-0000-0000-1206,25.96,Americano,18:23:52.638,2025,2,Monday,18,Evening,Low
2025-02-17,card,ANON-0000-0000-1223,25.96,Americano,19:13:51.838,2025,2,Monday,19,Evening,Low
2025-02-17,card,ANON-0000-0000-1223,25.96,Americano,19:15:00.877,2025,2,Monday,19,Evening,Low
2025-02-17,card,ANON-0000-0000-1192,35.76,Latte,20:18:17.498,2025,2,Monday,20,Evening,Medium
2025-02-18,card,ANON-0000-0000-1163,25.96,Americano,08:53:08.743,2025,2,Tuesday,8,Morning,Low
2025-02-18,card,ANON-0000-0000-1163,25.96,Americano,08:54:14.493,2025,2,Tuesday,8,Morning,Low
2025-02-18,card,ANON-0000-0000-1110,25.96,Americano,11:07:35.321,2025,2,Tuesday,11,Morning,Low
2025-02-18,card,ANON-0000-0000-1198,25.96,Americano,11:30:06.156,2025,2,Tuesday,11,Morning,Low
2025-02-18,card,ANON-0000-0000-1203,30.86,Americano with Milk,11:38:23.547,2025,2,Tuesday,11,Morning,Medium
2025-02-18,card,ANON-0000-0000-1218,30.86,Americano with Milk,12:15:26.575,2025,2,Tuesday,12,Afternoon,Medium
2025-02-18,card,ANON-0000-0000-1224,35.76,Cocoa,13:04:27.249,2025,2,Tuesday,13,Afternoon,Medium
2025-02-18,card,ANON-0000-0000-1215,25.96,Americano,13:25:45.108,2025,2,Tuesday,13,Afternoon,Low
2025-02-18,card,ANON-0000-0000-1222,30.86,Americano with Milk,13:27:05.310,2025,2,Tuesday,13,Afternoon,Medium
2025-02-18,card,ANON-0000-0000-1210,35.76,Hot Chocolate,17:05:28.048,2025,2,Tuesday,17,Evening,Medium
2025-02-18,card,ANON-0000-0000-1225,30.86,Americano with Milk,17:08:19.308,2025,2,Tuesday,17,Evening,Medium
2025-02-18,card,ANON-0000-0000-1225,21.06,Espresso,17:09:17.261,2025,2,Tuesday,17,Evening,Low
2025-02-18,card,ANON-0000-0000-1225,35.76,Cocoa,17:10:22.869,2025,2,Tuesday,17,Evening,Medium
2025-02-18,card,ANON-0000-0000-1225,35.76,Cocoa,17:11:35.709,2025,2,Tuesday,17,Evening,Medium
2025-02-18,card,ANON-0000-0000-1226,35.76,Cocoa,19:36:27.317,2025,2,Tuesday,19,Evening,Medium
2025-02-18,card,ANON-0000-0000-1185,35.76,Cocoa,20:06:56.196,2025,2,Tuesday,20,Evening,Medium
2025-02-18,card,ANON-0000-0000-1212,35.76,Hot Chocolate,20:58:12.599,2025,2,Tuesday,20,Evening,Medium
2025-02-18,card,ANON-0000-0000-1222,30.86,Americano with Milk,21:01:59.629,2025,2,Tuesday,21,Evening,Medium
2025-02-19,card,ANON-0000-0000-1161,35.76,Cappuccino,08:08:52.951,2025,2,Wednesday,8,Morning,Medium
2025-02-19,card,ANON-0000-0000-1152,25.96,Americano,08:09:54.081,2025,2,Wednesday,8,Morning,Low
2025-02-19,card,ANON-0000-0000-1170,25.96,Americano,08:47:32.785,2025,2,Wednesday,8,Morning,Low
2025-02-19,card,ANON-0000-0000-1220,35.76,Cappuccino,09:24:31.977,2025,2,Wednesday,9,Morning,Medium
2025-02-19,card,ANON-0000-0000-1167,25.96,Americano,10:09:51.001,2025,2,Wednesday,10,Morning,Low
2025-02-19,card,ANON-0000-0000-1227,35.76,Hot Chocolate,10:19:01.276,2025,2,Wednesday,10,Morning,Medium
2025-02-19,card,ANON-0000-0000-1207,30.86,Americano with Milk,10:40:51.590,2025,2,Wednesday,10,Morning,Medium
2025-02-19,card,ANON-0000-0000-1198,25.96,Americano,12:45:06.072,2025,2,Wednesday,12,Afternoon,Low
2025-02-19,card,ANON-0000-0000-1168,35.76,Cocoa,12:46:03.964,2025,2,Wednesday,12,Afternoon,Medium
2025-02-19,card,ANON-0000-0000-1171,25.96,Americano,13:06:54.382,2025,2,Wednesday,13,Afternoon,Low
2025-02-19,card,ANON-0000-0000-1158,35.76,Cappuccino,15:50:42.815,2025,2,Wednesday,15,Afternoon,Medium
2025-02-19,card,ANON-0000-0000-1110,25.96,Americano,17:04:00.258,2025,2,Wednesday,17,Evening,Low
2025-02-19,card,ANON-0000-0000-1158,35.76,Cappuccino,17:34:49.096,2025,2,Wednesday,17,Evening,Medium
2025-02-19,card,ANON-0000-0000-1217,30.86,Americano with Milk,17:57:52.035,2025,2,Wednesday,17,Evening,Medium
2025-02-19,card,ANON-0000-0000-1228,35.76,Cappuccino,18:35:38.827,2025,2,Wednesday,18,Evening,Medium
2025-02-19,card,ANON-0000-0000-1229,35.76,Latte,19:01:33.088,2025,2,Wednesday,19,Evening,Medium
2025-02-19,card,ANON-0000-0000-1179,35.76,Cocoa,19:11:49.990,2025,2,Wednesday,19,Evening,Medium
2025-02-19,card,ANON-0000-0000-1179,35.76,Hot Chocolate,19:12:42.778,2025,2,Wednesday,19,Evening,Medium
2025-02-19,card,ANON-0000-0000-1191,35.76,Latte,19:26:22.966,2025,2,Wednesday,19,Evening,Medium
2025-02-19,card,ANON-0000-0000-1182,35.76,Cocoa,20:05:28.372,2025,2,Wednesday,20,Evening,Medium
2025-02-20,card,ANON-0000-0000-1161,35.76,Cappuccino,07:56:24.575,2025,2,Thursday,7,Morning,Medium
2025-02-20,card,ANON-0000-0000-1167,25.96,Americano,09:17:53.311,2025,2,Thursday,9,Morning,Low
2025-02-20,card,ANON-0000-0000-1163,35.76,Cappuccino,10:16:40.424,2025,2,Thursday,10,Morning,Medium
2025-02-20,card,ANON-0000-0000-1163,25.96,Americano,10:17:38.671,2025,2,Thursday,10,Morning,Low
2025-02-20,card,ANON-0000-0000-1167,25.96,Americano,10:20:24.946,2025,2,Thursday,10,Morning,Low
2025-02-20,card,ANON-0000-0000-1198,25.96,Americano,10:24:23.547,2025,2,Thursday,10,Morning,Low
2025-02-20,card,ANON-0000-0000-1203,30.86,Americano with Milk,13:02:19.848,2025,2,Thursday,13,Afternoon,Medium
2025-02-20,card,ANON-0000-0000-1196,35.76,Latte,14:20:33.099,2025,2,Thursday,14,Afternoon,Medium
2025-02-20,card,ANON-0000-0000-1163,25.96,Americano,14:37:59.781,2025,2,Thursday,14,Afternoon,Low
2025-02-20,card,ANON-0000-0000-1163,25.96,Americano,14:38:49.319,2025,2,Thursday,14,Afternoon,Low
2025-02-20,card,ANON-0000-0000-1230,21.06,Espresso,15:19:45.555,2025,2,Thursday,15,Afternoon,Low
2025-02-20,card,ANON-0000-0000-1156,35.76,Cappuccino,16:05:49.514,2025,2,Thursday,16,Afternoon,Medium
2025-02-20,card,ANON-0000-0000-1231,35.76,Cappuccino,16:59:06.628,2025,2,Thursday,16,Afternoon,Medium
2025-02-20,card,ANON-0000-0000-1231,35.76,Hot Chocolate,17:00:36.942,2025,2,Thursday,17,Evening,Medium
2025-02-20,card,ANON-0000-0000-1163,25.96,Americano,17:07:27.986,2025,2,Thursday,17,Evening,Low
2025-02-20,card,ANON-0000-0000-1232,25.96,Americano,18:57:34.629,2025,2,Thursday,18,Evening,Low
2025-02-20,card,ANON-0000-0000-1233,35.76,Hot Chocolate,19:01:51.276,2025,2,Thursday,19,Evening,Medium
2025-02-20,card,ANON-0000-0000-1234,35.76,Cocoa,19:07:25.568,2025,2,Thursday,19,Evening,Medium
2025-02-20,card,ANON-0000-0000-1169,35.76,Latte,20:07:03.598,2025,2,Thursday,20,Evening,Medium
2025-02-21,card,ANON-0000-0000-1163,25.96,Americano,06:59:08.408,2025,2,Friday,6,Morning,Low
2025-02-21,card,ANON-0000-0000-1235,35.76,Latte,09:41:29.609,2025,2,Friday,9,Morning,Medium
2025-02-21,card,ANON-0000-0000-1236,35.76,Cappuccino,09:49:20.918,2025,2,Friday,9,Morning,Medium
2025-02-21,card,ANON-0000-0000-1237,21.06,Espresso,09:51:12.605,2025,2,Friday,9,Morning,Low
2025-02-21,card,ANON-0000-0000-1232,25.96,Americano,10:18:10.978,2025,2,Friday,10,Morning,Low
2025-02-21,card,ANON-0000-0000-1163,30.86,Americano with Milk,11:10:07.529,2025,2,Friday,11,Morning,Medium
2025-02-21,card,ANON-0000-0000-1110,25.96,Americano,12:04:49.232,2025,2,Friday,12,Afternoon,Low
2025-02-21,card,ANON-0000-0000-1238,25.96,Americano,12:07:42.766,2025,2,Friday,12,Afternoon,Low
2025-02-21,card,ANON-0000-0000-1198,25.96,Americano,12:56:17.998,2025,2,Friday,12,Afternoon,Low
2025-02-21,card,ANON-0000-0000-1167,25.96,Americano,12:57:02.860,2025,2,Friday,12,Afternoon,Low
2025-02-21,card,ANON-0000-0000-1203,25.96,Americano,13:06:42.927,2025,2,Friday,13,Afternoon,Low
2025-02-21,card,ANON-0000-0000-1203,25.96,Americano,14:17:54.803,2025,2,Friday,14,Afternoon,Low
2025-02-21,card,ANON-0000-0000-1161,35.76,Cappuccino,15:18:31.267,2025,2,Friday,15,Afternoon,Medium
2025-02-21,card,ANON-0000-0000-1163,25.96,Americano,15:45:54.235,2025,2,Friday,15,Afternoon,Low
2025-02-21,card,ANON-0000-0000-1163,25.96,Americano,15:46:48.335,2025,2,Friday,15,Afternoon,Low
2025-02-21,card,ANON-0000-0000-1203,25.96,Americano,15:52:48.020,2025,2,Friday,15,Afternoon,Low
2025-02-21,card,ANON-0000-0000-1239,35.76,Cocoa,16:10:06.125,2025,2,Friday,16,Afternoon,Medium
2025-02-21,card,ANON-0000-0000-1191,35.76,Latte,16:46:58.673,2025,2,Friday,16,Afternoon,Medium
2025-02-21,card,ANON-0000-0000-1165,35.76,Hot Chocolate,16:48:58.515,2025,2,Friday,16,Afternoon,Medium
2025-02-21,card,ANON-0000-0000-1165,35.76,Latte,16:50:13.417,2025,2,Friday,16,Afternoon,Medium
2025-02-21,card,ANON-0000-0000-1178,35.76,Cocoa,19:08:18.825,2025,2,Friday,19,Evening,Medium
2025-02-21,card,ANON-0000-0000-1178,35.76,Cocoa,19:09:09.551,2025,2,Friday,19,Evening,Medium
2025-02-21,card,ANON-0000-0000-1184,35.76,Cappuccino,19:59:24.115,2025,2,Friday,19,Evening,Medium
2025-02-22,card,ANON-0000-0000-1240,35.76,Hot Chocolate,10:52:18.682,2025,2,Saturday,10,Morning,Medium
2025-02-22,card,ANON-0000-0000-1241,25.96,Americano,11:28:30.453,2025,2,Saturday,11,Morning,Low
2025-02-22,card,ANON-0000-0000-1190,25.96,Americano,11:41:12.848,2025,2,Saturday,11,Morning,Low
2025-02-22,card,ANON-0000-0000-0095,21.06,Espresso,12:59:41.853,2025,2,Saturday,12,Afternoon,Low
2025-02-22,card,ANON-0000-0000-1162,30.86,Americano with Milk,15:03:03.270,2025,2,Saturday,15,Afternoon,Medium
2025-02-23,card,ANON-0000-0000-1156,30.86,Americano with Milk,10:33:11.517,2025,2,Sunday,10,Morning,Medium
2025-02-23,card,ANON-0000-0000-1163,30.86,Americano with Milk,12:52:26.405,2025,2,Sunday,12,Afternoon,Medium
2025-02-23,card,ANON-0000-0000-1163,30.86,Americano with Milk,12:54:06.170,2025,2,Sunday,12,Afternoon,Medium
2025-02-23,card,ANON-0000-0000-1242,35.76,Cappuccino,13:50:21.627,2025,2,Sunday,13,Afternoon,Medium
2025-02-23,card,ANON-0000-0000-1156,35.76,Cocoa,14:02:03.441,2025,2,Sunday,14,Afternoon,Medium
2025-02-23,card,ANON-0000-0000-1243,25.96,Americano,17:27:44.922,2025,2,Sunday,17,Evening,Low
2025-02-24,card,ANON-0000-0000-1220,30.86,Americano with Milk,09:14:53.565,2025,2,Monday,9,Morning,Medium
2025-02-24,card,ANON-0000-0000-1244,35.76,Latte,09:45:10.699,2025,2,Monday,9,Morning,Medium
2025-02-24,card,ANON-0000-0000-1163,25.96,Americano,10:02:48.501,2025,2,Monday,10,Morning,Low
2025-02-24,card,ANON-0000-0000-1245,30.86,Americano with Milk,10:09:12.494,2025,2,Monday,10,Morning,Medium
2025-02-24,card,ANON-0000-0000-1245,30.86,Americano with Milk,10:10:21.726,2025,2,Monday,10,Morning,Medium
2025-02-24,card,ANON-0000-0000-1244,35.76,Cocoa,10:47:47.680,2025,2,Monday,10,Morning,Medium
2025-02-24,card,ANON-0000-0000-1191,35.76,Latte,12:58:41.309,2025,2,Monday,12,Afternoon,Medium
2025-02-24,card,ANON-0000-0000-1191,35.76,Cocoa,13:00:01.278,2025,2,Monday,13,Afternoon,Medium
2025-02-24,card,ANON-0000-0000-1163,30.86,Americano with Milk,15:40:01.820,2025,2,Monday,15,Afternoon,Medium
2025-02-24,card,ANON-0000-0000-1246,35.76,Cocoa,16:00:06.327,2025,2,Monday,16,Afternoon,Medium
2025-02-24,card,ANON-0000-0000-1184,35.76,Cappuccino,16:10:23.971,2025,2,Monday,16,Afternoon,Medium
2025-02-24,card,ANON-0000-0000-1177,35.76,Latte,16:28:52.132,2025,2,Monday,16,Afternoon,Medium
2025-02-24,card,ANON-0000-0000-1170,25.96,Americano,16:59:38.528,2025,2,Monday,16,Afternoon,Low
2025-02-24,card,ANON-0000-0000-1170,25.96,Americano,17:00:44.935,2025,2,Monday,17,Evening,Low
2025-02-24,card,ANON-0000-0000-1222,30.86,Americano with Milk,17:37:38.947,2025,2,Monday,17,Evening,Medium
2025-02-24,card,ANON-0000-0000-1162,30.86,Americano with Milk,18:07:01.699,2025,2,Monday,18,Evening,Medium
2025-02-24,card,ANON-0000-0000-1191,35.76,Latte,18:21:57.165,2025,2,Monday,18,Evening,Medium
2025-02-24,card,ANON-0000-0000-0878,30.86,Americano with Milk,19:04:34.437,2025,2,Monday,19,Evening,Medium
2025-02-24,card,ANON-0000-0000-1179,35.76,Hot Chocolate,19:24:10.809,2025,2,Monday,19,Evening,Medium
2025-02-24,card,ANON-0000-0000-1247,35.76,Latte,19:24:54.411,2025,2,Monday,19,Evening,Medium
2025-02-24,card,ANON-0000-0000-1179,35.76,Cocoa,19:26:14.767,2025,2,Monday,19,Evening,Medium
2025-02-24,card,ANON-0000-0000-1156,35.76,Cocoa,20:14:51.303,2025,2,Monday,20,Evening,Medium
2025-02-25,card,ANON-0000-0000-1153,30.86,Americano with Milk,08:00:39.257,2025,2,Tuesday,8,Morning,Medium
2025-02-25,card,ANON-0000-0000-1152,25.96,Americano,08:49:21.068,2025,2,Tuesday,8,Morning,Low
2025-02-25,card,ANON-0000-0000-1152,30.86,Americano with Milk,08:50:14.259,2025,2,Tuesday,8,Morning,Medium
2025-02-25,card,ANON-0000-0000-1237,21.06,Espresso,10:02:44.852,2025,2,Tuesday,10,Morning,Low
2025-02-25,card,ANON-0000-0000-1170,25.96,Americano,11:03:33.850,2025,2,Tuesday,11,Morning,Low
2025-02-25,card,ANON-0000-0000-1152,25.96,Americano,11:04:26.917,2025,2,Tuesday,11,Morning,Low
2025-02-25,card,ANON-0000-0000-1184,35.76,Cappuccino,12:20:41.507,2025,2,Tuesday,12,Afternoon,Medium
2025-02-25,card,ANON-0000-0000-1161,35.76,Cappuccino,14:14:18.541,2025,2,Tuesday,14,Afternoon,Medium
2025-02-25,card,ANON-0000-0000-0019,25.96,Americano,16:49:37.395,2025,2,Tuesday,16,Afternoon,Low
2025-02-25,card,ANON-0000-0000-0019,25.96,Americano,16:50:35.811,2025,2,Tuesday,16,Afternoon,Low
2025-02-25,card,ANON-0000-0000-1234,35.76,Cocoa,18:19:09.057,2025,2,Tuesday,18,Evening,Medium
2025-02-25,card,ANON-0000-0000-1152,35.76,Cappuccino,19:32:40.434,2025,2,Tuesday,19,Evening,Medium
2025-02-26,card,ANON-0000-0000-1170,25.96,Americano,08:57:37.237,2025,2,Wednesday,8,Morning,Low
2025-02-26,card,ANON-0000-0000-1248,30.86,Americano with Milk,10:11:27.140,2025,2,Wednesday,10,Morning,Medium
2025-02-26,card,ANON-0000-0000-1248,30.86,Americano with Milk,10:12:25.513,2025,2,Wednesday,10,Morning,Medium
2025-02-26,card,ANON-0000-0000-1155,35.76,Hot Chocolate,10:16:57.091,2025,2,Wednesday,10,Morning,Medium
2025-02-26,card,ANON-0000-0000-1168,35.76,Cocoa,13:13:26.877,2025,2,Wednesday,13,Afternoon,Medium
2025-02-26,card,ANON-0000-0000-1191,35.76,Latte,13:31:23.611,2025,2,Wednesday,13,Afternoon,Medium
2025-02-26,card,ANON-0000-0000-1110,25.96,Americano,15:01:58.636,2025,2,Wednesday,15,Afternoon,Low
2025-02-26,card,ANON-0000-0000-1249,25.96,Americano,15:14:47.989,2025,2,Wednesday,15,Afternoon,Low
2025-02-26,card,ANON-0000-0000-1247,25.96,Cortado,15:17:24.547,2025,2,Wednesday,15,Afternoon,Low
2025-02-26,card,ANON-0000-0000-1250,35.76,Hot Chocolate,15:20:02.820,2025,2,Wednesday,15,Afternoon,Medium
2025-02-26,card,ANON-0000-0000-1250,25.96,Americano,15:20:48.805,2025,2,Wednesday,15,Afternoon,Low
2025-02-26,card,ANON-0000-0000-1190,25.96,Americano,15:28:45.256,2025,2,Wednesday,15,Afternoon,Low
2025-02-26,card,ANON-0000-0000-1164,35.76,Latte,16:20:46.792,2025,2,Wednesday,16,Afternoon,Medium
2025-02-26,card,ANON-0000-0000-1165,35.76,Hot Chocolate,16:55:13.614,2025,2,Wednesday,16,Afternoon,Medium
2025-02-26,card,ANON-0000-0000-1191,35.76,Latte,16:55:59.649,2025,2,Wednesday,16,Afternoon,Medium
2025-02-26,card,ANON-0000-0000-1166,30.86,Americano with Milk,17:22:44.573,2025,2,Wednesday,17,Evening,Medium
2025-02-26,card,ANON-0000-0000-1163,35.76,Latte,18:11:24.140,2025,2,Wednesday,18,Evening,Medium
2025-02-26,card,ANON-0000-0000-1163,35.76,Cappuccino,18:13:50.419,2025,2,Wednesday,18,Evening,Medium
2025-02-27,card,ANON-0000-0000-1163,35.76,Cappuccino,07:19:00.322,2025,2,Thursday,7,Morning,Medium
2025-02-27,card,ANON-0000-0000-1161,35.76,Cappuccino,07:21:00.583,2025,2,Thursday,7,Morning,Medium
2025-02-27,card,ANON-0000-0000-1237,21.06,Espresso,10:52:29.153,2025,2,Thursday,10,Morning,Low
2025-02-27,card,ANON-0000-0000-1168,35.76,Cocoa,11:08:16.864,2025,2,Thursday,11,Morning,Medium
2025-02-27,card,ANON-0000-0000-1251,35.76,Cocoa,12:48:15.878,2025,2,Thursday,12,Afternoon,Medium
2025-02-27,card,ANON-0000-0000-1252,30.86,Americano with Milk,13:29:48.424,2025,2,Thursday,13,Afternoon,Medium
2025-02-27,card,ANON-0000-0000-1163,25.96,Americano,14:23:16.499,2025,2,Thursday,14,Afternoon,Low
2025-02-27,card,ANON-0000-0000-1253,35.76,Latte,14:43:19.325,2025,2,Thursday,14,Afternoon,Medium
2025-02-27,card,ANON-0000-0000-1170,25.96,Americano,15:47:50.692,2025,2,Thursday,15,Afternoon,Low
2025-02-27,card,ANON-0000-0000-1170,25.96,Americano,16:28:28.103,2025,2,Thursday,16,Afternoon,Low
2025-02-27,card,ANON-0000-0000-1190,25.96,Americano,17:12:55.999,2025,2,Thursday,17,Evening,Low
2025-02-27,card,ANON-0000-0000-1170,25.96,Americano,17:23:10.042,2025,2,Thursday,17,Evening,Low
2025-02-27,card,ANON-0000-0000-1254,35.76,Latte,17:53:13.054,2025,2,Thursday,17,Evening,Medium
2025-02-27,card,ANON-0000-0000-1208,35.76,Latte,18:17:28.969,2025,2,Thursday,18,Evening,Medium
2025-02-27,card,ANON-0000-0000-1184,35.76,Cappuccino,18:38:40.856,2025,2,Thursday,18,Evening,Medium
2025-02-27,card,ANON-0000-0000-1179,35.76,Cocoa,18:40:01.843,2025,2,Thursday,18,Evening,Medium
